Restaurant Name,Price_range,Cuisine,number_of_reviews,Overall_rating,Sub_Ratings,tags,number_of_pics,number_of_5classes_ratings
Mediterranean Cafe,££ - £££,"['Mediterranean', 'European', 'Turkish']",640,4.5,"[4.5, 4.5, 4.5, 4.0]","['mixed meze ', 'mediterranean chicken ', 'lamb kebab ', 'rice ', 'salad ', 'berwick street ', 'set menu ', 'theatre posters ', 'west end ', 'two courses ', 'pre theatre dinner ', 'good quality food ', 'quick service ', 'soho ', 'regulars ', 'menus ', 'downstairs ']",150,"['325', '154', '35', '21', '16']"
Takahashi,££ - £££,"['Japanese', 'Sushi', 'Asian']",88,4.5,"[4.5, 4.5, 4.0]","['sashimi ', 'pork belly ', 'tasting menu ', 'wagyu ', 'cod ', 'omakase ', 'south wimbledon ', 'small restaurant ', 'superb food ', 'love this place ', 'attentive service ', 'nobu ', 'chef ', 'courses ', 'menus ']",48,"['77', '3', '3', '2', '3']"
Speck,££ - £££,"['Italian', 'Mediterranean']",8,5,[],[],1,"['7', '1', '0', '0', '0']"
Grill Street,£,[],7,4,[],"['fries ', 'rice ', 'salad ', 'burger ', 'order ']",6,"['3', '2', '1', '1', '0']"
Studio Bar and Kitchen,££ - £££,"['British', 'European']",30,3.5,"[3.5, 3.0, 2.5]",[],23,"['13', '2', '5', '4', '5']"
Indigo at One Aldwych,££££,['British'],608,4.5,"[4.5, 4.5, 4.0, 4.5]","['bread ', 'partridge ', 'chocolate mousse ', 'plaice ', 'sandwiches ', 'petit fours ', 'mango ', 'scallops ', 'pork ', 'salad ', 'steak ', 'poached eggs ', 'potatoes ', 'gluten and dairy ', 'candy floss ', 'afternoon tea ', 'gluten free restaurant ']",212,"['352', '155', '52', '11', '8']"
Rossopomodoro Wandsworth London,££ - £££,"['Italian', 'Pizza', 'Mediterranean']",315,4,"[3.5, 4.0, 3.5, 4.0]","['pizza ', 'bruschetta ', 'pizzeria ', 'margherita ', 'ingredients ']",59,"['121', '50', '43', '36', '31']"
The Load of Hay,££ - £££,['British'],63,4.5,"[4.0, 4.5, 4.5, 4.0]","['sunday roast ', 'home cooked food ', 'great atmosphere ', 'pub ', 'ale ', 'heath ', 'pint ']",10,"['45', '8', '5', '3', '1']"
Westbourne Tavern,££ - £££,['British'],97,4,"[4.0, 3.5, 3.5, 3.5]","['prawns ', 'sunday roast ', 'crab ', 'notting hill ', 'nice atmosphere ', 'pub ', 'beer ']",19,"['39', '17', '8', '9', '9']"
Pillar to Post,£,['European'],1,1,[],[],0,"['0', '0', '0', '0', '1']"
190 Queen's Gate,££ - £££,"['European', 'British', 'Vegetarian Friendly']",341,3.5,"[3.5, 3.5, 3.0, 3.5]","['duck liver parfait ', 'gore hotel ', 'rolling stones ', 'daniel galmiche ', 'set menu ', 'pre theatre menu ', 'rah ', 'kensington ']",80,"['113', '82', '52', '36', '35']"
Chop Chop Noodle Bar,£,"['Chinese', 'Fast food', 'Asian']",100,3.5,"[3.0, 3.0, 3.5, 3.0]","['fried noodles ', 'chinese food ', 'massive portions ', 'quick service ', 'qpr ']",26,"['16', '31', '16', '6', '19']"
Essex Grill,£,['Turkish'],4,3,[],[],0,"['1', '1', '0', '0', '2']"
The Hop Pole,££ - £££,"['Thai', 'British']",34,4.5,"[4.5, 4.5, 4.5]","['nice pub ', 'irish pub ', 'nice food ', 'witney ', 'atmosphere ', 'beers ', 'portions ']",4,"['22', '9', '1', '1', '1']"
Garden Breakfast Cafe,££ - £££,"['Cafe', 'European', 'British']",136,4,"[4.0, 3.5, 3.5, 4.0]","['brunch ', 'eggs benedict ', 'greek omelet ', 'salad ', 'cake ', 'chorizo ', 'finchley road ', 'tube station ', 'generous portions ', 'pleasant service ', 'full english breakfast ', 'love this place ', 'nice atmosphere ', 'waitrose ', 'cinnamon ', 'eatery ', 'olives ']",64,"['63', '37', '8', '9', '7']"
Khana Indian Restaurant,££ - £££,"['Indian', 'Asian', 'Vegetarian Friendly']",70,4,"[4.0, 4.0, 4.0, 3.5]","['mushroom rice ', 'jalfrezi ', 'poppadoms ', 'bread ', 'great food ', 'takeaway ', 'mains ']",7,"['36', '16', '8', '1', '6']"
Oz Cafe,£,"['Cafe', 'British', 'Vegetarian Friendly']",353,4.5,"[4.5, 4.5, 4.5, 4.0]","['panini ', 'veggie breakfast ', 'beans ', 'black pudding ', 'poached eggs ', 'hummus ', 'sandwiches ', 'kings cross ', 'great little cafe ', 'build your own ', 'full english breakfast ', 'st pancras ', 'piping hot ', 'served quickly ', 'friendly service ', 'the food is great ', 'eurostar ']",94,"['192', '44', '12', '2', '4']"
Podium Restaurant & Bar,££ - £££,"['European', 'British', 'Vegetarian Friendly']",1121,4,"[4.5, 4.5, 4.0, 4.0]","['sandwiches ', 'chocolate plate ', 'chocolate spread ', 'clotted cream ', 'choc chip ', 'cupcakes ', 'scallops ', 'bread ', 'creme brulee ', 'three course meal ', 'ham ', 'lamb ', 'fish and chips ', 'park lane ', 'chocoholics afternoon tea ', 'cake stand ', 'buy a gift voucher ']",674,"['518', '307', '155', '70', '43']"
Franco Manca Battersea,£,"['Italian', 'Pizza', 'Vegetarian Friendly']",262,4,"[4.0, 4.0, 4.5, 4.0]",[],33,"['112', '66', '30', '16', '10']"
Eliane,££ - £££,"['Cafe', 'Healthy', 'Vegetarian Friendly']",126,4.5,"[5.0, 4.5, 4.0]","['brunch ', 'cakes ', 'salad ', 'quiche ', 'veggie dishes ', 'moussaka ', 'rice ', 'curry ', 'salmon ', 'healthy food ', 'an abundance ', 'best friend ', 'clean toilets ', 'gluten free ', 'fresh ingredients ', 'dietary requirements ', 'an excellent choice ']",55,"['99', '12', '6', '6', '3']"
Big Red Tent Vinyl Cafe,£,"['British', 'Vegetarian Friendly', 'Vegan Options']",30,4,"[4.0, 4.5, 4.0]",[],17,"['14', '3', '1', '1', '3']"
Jusu Brothers,££ - £££,"['Healthy', 'Vegetarian Friendly', 'Vegan Options']",63,4,"[4.0, 4.0, 3.5]","['quinoa ', 'healthy food ', 'matcha latte ', 'almond milk ', 'quick bite ', 'vegan ', 'waiters ']",43,"['23', '11', '9', '1', '4']"
J. Sheekey,££££,"['Seafood', 'European', 'British']",3056,4.5,"[4.5, 4.5, 4.0, 4.5]","['fish pie ', 'oysters ', 'dover sole ', 'razor clams ', 'fruits de mer ', 'potted shrimps ', 'dressed crab ', 'shellfish ', 'sea bream ', 'chorizo ', 'pudding ', 'bread ', 'salad ', 'fries ', 'fish restaurant ', 'atlantic bar ', 'great seafood ']",544,"['1,721', '718', '269', '98', '63']"
Silver Spoon Cafe,,['British'],1,2,[],[],5,"['0', '0', '0', '1', '0']"
Zizzi,££ - £££,"['Italian', 'Pizza', 'Vegetarian Friendly']",322,4,"[4.0, 4.0, 3.5, 2.5]","['pizza ', 'king prawn linguine ', 'separate vegan menu ', 'vegan cheese ', 'our waiter ', 'italian food ', 'service with a smile ', 'nice food ', 'a late lunch ', 'rustica ']",63,"['162', '41', '35', '19', '29']"
Falafel Bar,,"['Cafe', 'Fast food']",2,2.5,[],[],0,"['0', '1', '0', '0', '1']"
Made In Italy King's Road,££ - £££,"['Italian', 'Pizza', 'European']",378,3.5,"[3.5, 3.5, 3.5, 3.5]","['pizza ', 'burrata ', 'tiramisu ', 'kings road ', 'an italian restaurant ', 'chelsea ', 'crust ']",84,"['117', '73', '45', '25', '44']"
Cafe Tamra,££ - £££,"['Cafe', 'Mediterranean', 'International']",139,4.5,"[4.5, 4.0, 4.0, 3.5]","['brunch ', 'poached eggs ', 'halloumi ', 'salad ', 'friendly service ', 'dough ']",46,"['93', '22', '11', '4', '7']"
Millennium Pizza Bar,£,"['Italian', 'American', 'Pizza']",4,4,[],[],7,"['3', '0', '0', '0', '1']"
Kaipiras by Barraco,££ - £££,"['Latin', 'South American']",108,4,"[4.0, 3.5, 4.0, 4.0]","['picanha ', 'rice and beans ', 'steak ', 'salad ', 'brazilian food ', 'kilburn high road ', 'fellow diners ', 'main course ', 'amazing food ', 'sizzling ', 'accompaniments ']",53,"['49', '24', '5', '2', '12']"
Veeraswamy,££££,"['Healthy', 'Indian']",2078,4,"[4.5, 4.5, 3.5, 4.5]","['pineapple curry ', 'naan ', 'rogan josh ', 'kachori ', 'lamb biryani ', 'crab cakes ', 'tasting menu ', 'scallops ', 'sea bass ', 'regent street ', 'indian restaurant ', 'chutney mary ', 'best indian ', 'great indian food ', 'special occasion ', 'michelin star ', 'curry house ']",670,"['994', '461', '188', '86', '104']"
Paradise Plantbased,££ - £££,['Healthy'],6,4.5,[],[],6,"['4', '1', '1', '0', '0']"
Yo Sushi,,"['Japanese', 'Sushi', 'Asian']",12,3.5,[],[],5,"['3', '2', '3', '0', '2']"
US Pizza,£,"['Pizza', 'Fast food']",14,3.5,"[4.0, 4.0, 3.5]",[],20,"['8', '1', '0', '2', '3']"
The New Restaurant at the V&A,££ - £££,"['Mediterranean', 'British', 'Vegetarian Friendly']",49,4,"[4.0, 4.0, 3.5, 4.5]",[],5,"['14', '22', '5', '3', '0']"
Pret A Manger,£,"['French', 'International', 'Vegetarian Friendly']",54,4.5,"[4.5, 4.5, 4.0, 4.0]",[],1,"['11', '10', '1', '0', '0']"
Sole Luna,££ - £££,"['Italian', 'Pizza', 'European']",369,3.5,"[4.0, 3.5, 4.0, 3.5]","['pasta ', 'puttanesca ', 'the royal albert hall ', 'south kensington underground station ', 'science museum ', 'quick meal ', 'great pizza ', 'busy restaurant ', 'fast service ', 'small restaurant ', 'italian food ', 'a late lunch ', 'nipped ', 'olives ']",79,"['63', '105', '44', '19', '30']"
The Pompidou Cafe,£,"['Cafe', 'British', 'Vegetarian Friendly']",245,4.5,"[4.5, 4.5, 4.5, 4.0]","['doorstep toast ', 'jacket potato ', 'smashed avocado ', 'side salad ', 'poached eggs ', 'sandwiches ', 'chilli ', 'salmon ', 'bread ', 'kings cross ', 'train journey home ', 'ordered the big breakfast ', 'great cafe ', 'late breakfast ', 'great coffee ', 'generous portions ', 'fast service ']",66,"['144', '50', '6', '3', '8']"
Mr Fogg's Tavern,££ - £££,['British'],592,4.5,"[4.5, 4.5, 4.0]","['brunch ', 'sunday roast ', 'pies ', 'beef ', 'fish and chips ', 'gin parlour ', 'gin cocktails ', 'quirky place ', 'theatre land ', 'covent garden ', 'great drinks ', 'fun atmosphere ', 'thursday night ', 'background music ', 'quick drink ', 'london pub ', 'leicester square ']",480,"['299', '125', '43', '18', '23']"
The Real Greek - St Martins Lane,££ - £££,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",851,4.5,"[4.5, 4.5, 4.5]","['hummus ', 'lamb meatballs ', 'meze dishes ', 'flat bread ', 'salt cod ', 'baklava ', 'wraps ', 'skewers ', 'octopus ', 'potatoes ', 'rice ', 'fries ', 'pre theatre ', 'delicious food ', 'set menu ', 'small dishes ', 'leicester square ']",218,"['456', '202', '55', '30', '12']"
Cafe Classic,££ - £££,"['Cafe', 'Vegetarian Friendly']",27,3,"[3.5, 3.0, 3.0]",[],12,"['7', '4', '4', '4', '8']"
The Bull Westfield,££ - £££,['British'],209,3,"[3.5, 3.5, 3.0, 3.5]","['sunday roast ', 'fish finger sandwich ', 'yorkshire pudding ', 'pie ', 'fries ', 'lamb ', 'salad ', 'large table ', 'large portions ', 'on tap ', 'great pub ', 'malbec ', 'ales ']",85,"['37', '54', '34', '24', '42']"
Spaghetti House - Duke Street,££ - £££,"['Mediterranean', 'Italian', 'European']",567,4,"[4.0, 4.5, 4.0, 4.0]","['spaghetti ', 'pizza ', 'gamberi ', 'garlic bread ', 'salmon ', 'salad ', 'free flowing prosecco ', 'italian food ', 'great pasta ', 'nice restaurant ', 'lovely meal ', 'selfridges ', 'mayfair ', 'branch ']",130,"['222', '138', '39', '27', '31']"
Artisan Portobello,££ - £££,"['Italian', 'Mediterranean', 'Pizza']",30,4,"[4.0, 4.5, 3.5]","['tar tar ', 'tiramisu ', 'pizza ', 'squid ink ', 'wine selection ', 'home made ', 'friendly service ', 'waitress ']",13,"['13', '5', '0', '2', '3']"
SpudUlike The Plaza Shopping Center,£,['British'],8,4,"[4.0, 4.5, 4.5]",[],2,"['2', '2', '2', '0', '0']"
696 Mangal,£,"['Turkish', 'Middle Eastern', 'Halal']",15,4.5,"[4.5, 4.5, 4.5]",[],0,"['7', '8', '0', '0', '0']"
Oriental Chef,,"['Chinese', 'Thai']",1,2,[],[],0,"['0', '0', '0', '1', '0']"
Mexica Buffet,£,"['Chinese', 'Asian', 'Vegetarian Friendly']",92,4,"[4.0, 4.0, 4.5]","['sweet and sour chicken ', 'mains and desserts ', 'crispy seaweed ', 'chow mein ', 'banana fritters ', 'spring rolls ', 'duck ', 'ice cream ', 'king prawns ', 'chinese buffet ', 'all you can eat ', 'decent food ', 'mexicali ', 'broccoli ', 'diners ']",9,"['30', '43', '8', '5', '6']"
PAUL South Kensington,£,"['French', 'Cafe', 'European']",288,4,"[4.0, 3.5, 3.5, 3.5]","['baguette ', 'sandwiches ', 'macaroons ', 'cake ', 'bakery ', 'tube ', 'americano ', 'branch ']",60,"['75', '71', '35', '26', '14']"
Wulf & Lamb,££ - £££,"['Pizza', 'International', 'Healthy']",256,4,"[4.0, 4.0, 3.5]","['carne ', 'chilli ', 'lamb ', 'mac cheese ', 'burger ', 'thai curry ', 'seitan ', 'passion fruit cheesecake ', 'potato wedges ', 'vegan cakes ', 'linguine ', 'sauerkraut ', 'pie ', 'mango ', 'brownie ', 'cupcakes ', 'pudding ']",174,"['129', '47', '36', '14', '20']"
Bread And Roses,£,"['Cafe', 'Mediterranean', 'Turkish']",18,4.5,"[4.0, 4.0, 4.0]",[],4,"['12', '4', '2', '0', '0']"
Mr. Fogg's House of Botanicals,££ - £££,['British'],187,4.5,"[4.0, 4.5, 4.0]","['cakes ', 'fries ', 'mr foggs ', 'tipsy tea ', 'visited mr ', 'cocktail bar ', 'cocktail experience ', 'gin parlour ', 'hand written birthday card ', 'tequila based ', 'themed cocktails ', 'recommend reserving a table ', 'beautiful cocktails ', 'weekend trip to london ', 'upstairs area ', 'table upstairs ', 'unique atmosphere ']",207,"['117', '36', '13', '7', '7']"
Kebabish,££ - £££,"['Middle Eastern', 'Pakistani']",18,3,[],[],6,"['5', '3', '1', '6', '3']"
Pizza Hut,££ - £££,"['Pizza', 'Vegetarian Friendly']",115,3,"[3.0, 3.0, 3.0, 2.5]",[],24,"['18', '28', '27', '11', '30']"
Maroush,££ - £££,"['Lebanese', 'Mediterranean', 'Middle Eastern']",482,4,"[4.0, 4.0, 4.0, 4.0]","['hummus ', 'shawarma ', 'baklava ', 'mixed grill ', 'hot mezze ', 'lamb ', 'rice ', 'wraps ', 'fries ', 'lebanese food ', 'oxford street ', 'vere street ', 'excellent restaurant ', 'set menu ', 'saturday night ', 'starters ', 'belly ']",190,"['194', '139', '48', '31', '25']"
The Bull Steak Expert,££££,"['Steakhouse', 'Argentinian', 'Gluten Free Options']",719,4.5,"[4.5, 4.5, 4.0, 4.0]","['steak ', 'empanadas ', 'lomo ', 'sausage platter ', 'pudding ', 'prawns ', 'cooked to perfection ', 'small restaurant ', 'wine list ', 'sides ', 'humitas ', 'holborn ', 'hawksmoor ', 'starters ', 'malbec ', 'tender ', 'medium ']",183,"['427', '137', '39', '9', '6']"
Took Took,££ - £££,"['Asian', 'Thai', 'Vegetarian Friendly']",201,4,"[4.0, 4.0, 4.0, 4.0]","['pad thai ', 'green curry ', 'calamari ', 'paneer ', 'soup ', 'west end lane ', 'quick supper ', 'interesting decor ', 'asian food ', 'super tasty ', 'brilliant food ', 'nice restaurant ', 'hampstead ', 'starters ', 'veg ', 'mojito ']",65,"['71', '62', '16', '14', '17']"
Bromley Fish & Chips,£,"['Fast food', 'Seafood']",14,3,"[3.0, 3.0, 3.0]",[],1,"['3', '1', '2', '2', '4']"
The Running Mare,££ - £££,['British'],454,4.5,"[4.5, 4.0, 4.0, 4.0]","['sunday roast ', 'mixed roast ', 'lobster ', 'liver ', 'lamb ', 'shepherds pie ', 'pudding ', 'potatoes ', 'bread ', 'the pub ', 'catch of the day ', 'cooked to perfection ', 'caroline ', 'crackling ', 'pint ', 'pubs ', 'veg ']",47,"['270', '104', '37', '22', '19']"
ZAN ZI BAR,££ - £££,"['Asian', 'Indian']",84,3,"[3.0, 3.0, 3.0, 3.0]",[],10,"['20', '20', '9', '14', '21']"
Bentley's Oyster Bar & Grill,££££,"['Seafood', 'European', 'British']",2004,4,"[4.5, 4.0, 3.5, 4.0]","['oysters ', 'fish pie ', 'dover sole ', 'whelks ', 'dressed crab ', 'fresh seafood ', 'monkfish ', 'sea bass ', 'bread ', 'chorizo ', 'pudding ', 'soup ', 'potatoes ', 'richard corrigan ', 'swallow street ', 'seafood restaurant ', 'regent street ']",556,"['902', '480', '173', '85', '69']"
Hide & Seed,££ - £££,['European'],26,4.5,"[4.5, 4.5, 4.0, 3.5]",[],14,"['13', '7', '2', '0', '1']"
Margot,££ - £££,"['Italian', 'Mediterranean', 'European']",755,4.5,"[4.5, 4.5, 4.0]","['osso bucco ', 'pasta ', 'tiramisu ', 'gianduja ', 'cobb salad ', 'octopus ', 'truffle ', 'bread ', 'pudding ', 'lamb ', 'covent garden ', 'olive oil ', 'classy restaurant ', 'wine list ', 'service was impeccable ', 'pre theatre dinner ', 'italian food ']",312,"['470', '124', '48', '15', '16']"
Morrison's Cafe,£,[],8,3,[],[],1,"['2', '0', '1', '4', '1']"
Croydon Park Hotel,££ - £££,"['European', 'British']",49,3,"[3.0, 3.5, 3.0]",[],2,"['11', '6', '10', '8', '12']"
Pizza Hut,,['Pizza'],1,4,[],[],0,"['0', '1', '0', '0', '0']"
The Deli,££ - £££,"['Cafe', 'British', 'Deli']",88,4.5,"[5.0, 4.5, 4.5, 4.5]","['cakes ', 'soup ', 'sandwich ', 'bread ', 'chicken ', 'friday evening ', 'coffee and cake ', 'great coffee ', 'great visit ', 'homemade food ', 'high street ', 'lovely friendly staff ', 'seating area ', 'at lunchtime ', 'home cooked ', 'nice atmosphere ', 'few weeks ']",13,"['64', '17', '4', '3', '0']"
Sartoria,££££,"['Italian', 'Mediterranean', 'European']",502,4,"[4.0, 4.0, 3.5]","['tagliolini ', 'zabaglione ', 'pasta ', 'truffle ', 'antipasti ', 'cod ', 'cobb salad ', 'masala ', 'cake ', 'saville row ', 'wine list ', 'main course ', 'italian food ', 'business lunch ', 'lovely restaurant ', 'fine dining ', 'great lunch ']",169,"['214', '114', '52', '32', '20']"
Green Leaf,,"['Lebanese', 'Mediterranean']",2,5,[],[],1,"['2', '0', '0', '0', '0']"
North Sea Fish Restaurant,££ - £££,"['Seafood', 'British', 'Vegetarian Friendly']",1585,4.5,"[4.5, 4.0, 4.0, 3.5]","['fish and chips ', 'tartare ', 'dover sole ', 'sardines ', 'potatoes ', 'calamari ', 'pie ', 'sea bass ', 'salad ', 'great fish ', 'jumbo size ', 'russell square ', 'kings cross ', 'take away ', 'generous portions ', 'visited this restaurant ', 'bloomsbury ']",374,"['600', '278', '86', '29', '30']"
Daddy Bao,££ - £££,"['Asian', 'Taiwanese', 'Vegetarian Friendly']",91,4.5,"[5.0, 4.5, 4.5]","['brunch ', 'pork dumplings ', 'baos ', 'sesame ice cream ', 'pak choi ', 'drunken prawns ', 'chilli ', 'fries ', 'plum wine ', 'amazing food ', 'drinks list ', 'normal menu ', 'pale ale ', 'super tasty ', 'white chocolate ', 'asian food ', 'fast food ']",56,"['65', '18', '5', '0', '2']"
St James Bar,££ - £££,['European'],98,4.5,"[4.5, 5.0, 4.5]","['charcuterie ', 'calamari ', 'cocktail list ', 'great cocktails ', 'west end ', 'atmosphere ', 'champagne ']",36,"['52', '12', '1', '0', '0']"
My Old Dutch Pancake House,££ - £££,"['European', 'Vegetarian Friendly']",376,3.5,"[4.0, 3.5, 3.5, 3.5]","['brunch ', 'savoury pancakes ', 'ice cream ', 'monday madness ', 'great pancakes ', 'nice decor ', 'prices are reasonable ', 'butterscotch ', 'spinach ']",173,"['89', '126', '45', '25', '31']"
Pizza Hot Express,£,"['Pizza', 'Fast food']",34,3.5,"[3.0, 3.0, 3.0]",[],2,"['11', '11', '2', '2', '8']"
comptoir Mezze,£,"['Middle Eastern', 'Mediterranean']",24,4,"[4.0, 4.0, 4.0]","['mixed grill ', 'chicken ', 'salad ', 'dips ', 'beer ']",7,"['9', '8', '1', '2', '3']"
Woody Grill,£,"['Middle Eastern', 'Barbecue', 'Turkish']",17,4,"[5.0, 5.0]",[],9,"['8', '3', '1', '1', '3']"
Banyan on the Thames,££ - £££,"['British', 'International']",477,4,"[4.0, 4.0, 4.0, 4.0]","['lamb chops ', 'cake ', 'hotel rafayel ', 'recommend this restaurant ', 'birthday treat ', 'saturday evening ', 'battersea ']",145,"['217', '86', '63', '39', '59']"
Blanche Eatery,££ - £££,"['Cafe', 'Mediterranean', 'Vegetarian Friendly']",30,4,"[3.5, 3.5, 3.0]",[],20,"['9', '8', '1', '4', '2']"
Rose and Crown,££ - £££,['British'],96,4,"[4.5, 4.0, 4.0]","['sunday roast ', 'yorkshire pudding ', 'beef ', 'wimbledon village ', 'the pub ', 'wimbledon tennis ', 'beer garden ', 'favourite pub ', 'sharing platter ', 'great evening ', 'staff were attentive ', 'service was great ', 'nice food ', 'youngs ']",61,"['41', '24', '10', '11', '6']"
FishWorks - Swallow Street,££ - £££,"['Seafood', 'Mediterranean', 'European']",1062,4,"[4.5, 4.0, 4.0, 4.0]","['fresh fish ', 'seafood ', 'dover sole ', 'scallops ', 'sea bream ', 'prawn cocktail ', 'fruits de mer ', 'taramasalata ', 'lemon tart ', 'bread ', 'potatoes ', 'soup ', 'chilli ', 'ice cream ', 'fries ', 'steak ', 'fish works ']",396,"['392', '350', '105', '44', '23']"
Cubanos,£,"['Caribbean', 'Cuban']",2,5,[],[],0,"['2', '0', '0', '0', '0']"
piccolo bar,£,"['Italian', 'Cafe', 'Vegetarian Friendly']",88,4.5,"[4.5, 4.0, 5.0, 3.0]","['brunch ', 'pasta ', 'paninis ', 'seating downstairs ', 'takeaway dinner ', 'sandwich bar ', 'made from scratch ', 'order at the counter ', 'italian food ', 'ate here ', 'mayfair ', 'cabbie ', 'melt ', 'doorman ', 'establishment ']",42,"['51', '22', '4', '2', '1']"
Noor Jahan,££ - £££,"['Indian', 'Asian', 'Vegetarian Friendly']",295,3.5,"[4.0, 3.5, 3.5, 3.5]","['curry ', 'butter chicken ', 'naan ', 'indian food ', 'best indian ', 'an excellent meal ', 'chelsea ', 'kensington ', 'regulars ']",37,"['100', '68', '34', '23', '33']"
Zero 75,£,['Pizza'],19,5,"[5.0, 5.0, 5.0]",[],19,"['14', '0', '0', '0', '0']"
wagamama,££ - £££,"['Japanese', 'Asian', 'Fusion']",216,4,"[4.0, 4.0, 3.5, 4.0]","['katsu curry ', 'yasai ', 'rice ', 'steak ', 'bang bang cauliflower ', 'great food and great service ', 'tasty food ', 'quick lunch ', 'branch ', 'firecracker ', 'sides ', 'mains ']",36,"['80', '76', '30', '12', '12']"
